action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,32260,[],CHEMBL674637,Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,,,CHEMBL1134862,Bioorg Med Chem Lett,2002.0,"{'bei': '19.25', 'le': '0.37', 'lle': '2.94', 'sei': '8.93'}",,CHEMBL68920,,CHEMBL68920,7.39,0,http://www.openphacts.org/units/Nanomolar,119482,=,1,1,=,,IC50,nM,,41.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.041
,,32263,[],CHEMBL621151,Inhibition of autophosphorylation of human epidermal growth factor-receptor (EGF-R) expressed in A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,,,CHEMBL1134862,Bioorg Med Chem Lett,2002.0,,,CHEMBL68920,,CHEMBL68920,6.52,0,http://www.openphacts.org/units/Nanomolar,119482,=,1,1,=,,IC50,nM,,300.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.3
,,32265,[],CHEMBL615325,Inhibition of ligand-induced proliferation in human EGF-R Kinase expressing 3T3 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,,,CHEMBL1134862,Bioorg Med Chem Lett,2002.0,,,CHEMBL68920,,CHEMBL68920,5.11,0,http://www.openphacts.org/units/Nanomolar,119482,=,1,1,=,,IC50,nM,,7820.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,7.82
,,32267,[],CHEMBL674637,Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,,,CHEMBL1134862,Bioorg Med Chem Lett,2002.0,"{'bei': '14.02', 'le': '0.27', 'lle': '3.16', 'sei': '6.03'}",,CHEMBL69960,,CHEMBL69960,6.77,0,http://www.openphacts.org/units/Nanomolar,119494,=,1,1,=,,IC50,nM,,170.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.17
,,32270,[],CHEMBL621151,Inhibition of autophosphorylation of human epidermal growth factor-receptor (EGF-R) expressed in A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,,,CHEMBL1134862,Bioorg Med Chem Lett,2002.0,,,CHEMBL69960,,CHEMBL69960,7.40,0,http://www.openphacts.org/units/Nanomolar,119494,=,1,1,=,,IC50,nM,,40.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.04
,,32272,[],CHEMBL615325,Inhibition of ligand-induced proliferation in human EGF-R Kinase expressing 3T3 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,,,CHEMBL1134862,Bioorg Med Chem Lett,2002.0,,,CHEMBL69960,,CHEMBL69960,6.36,0,http://www.openphacts.org/units/Nanomolar,119494,=,1,1,=,,IC50,nM,,440.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.44
,,32680,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,,,CHEMBL1145114,J Med Chem,2003.0,"{'bei': '13.62', 'le': '0.25', 'lle': '0.26', 'sei': '6.40'}",,CHEMBL137635,,CHEMBL137635,5.03,0,http://www.openphacts.org/units/Nanomolar,262238,=,1,1,=,,IC50,nM,,9300.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,9.3
,,32770,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL306988,,CHEMBL306988,,0,http://www.openphacts.org/units/Nanomolar,137177,=,1,1,=,,IC50,nM,,500000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,500.0
,,32772,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)/C=C/c1ccc(O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL66879,COUMARIC ACID,CHEMBL66879,,0,http://www.openphacts.org/units/Nanomolar,137215,=,1,1,=,,IC50,nM,,3000000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,3000.0
,,32780,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],,,CHEMBL1124610,J Med Chem,1989.0,"{'bei': '18.67', 'le': '0.34', 'lle': '2.29', 'sei': '3.62'}",,CHEMBL77085,,CHEMBL77085,4.02,0,http://www.openphacts.org/units/Nanomolar,137197,=,1,1,=,,IC50,nM,,96000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,96.0
,,33406,[],CHEMBL674637,Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)N(C)c2ncnc(Nc3ccc(F)c(Cl)c3)c21,,,CHEMBL1134862,Bioorg Med Chem Lett,2002.0,"{'bei': '9.77', 'le': '0.19', 'lle': '2.04', 'sei': '4.57'}",,CHEMBL443268,,CHEMBL443268,5.28,0,http://www.openphacts.org/units/Nanomolar,119495,=,1,1,=,,IC50,nM,,5310.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,5.31
,,34039,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C(\C#N)C(=O)O)cc(OC)c1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL76979,,CHEMBL76979,,0,http://www.openphacts.org/units/Nanomolar,137172,=,1,1,=,,IC50,nM,,264000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,264.0
,,34041,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1,,,CHEMBL1124610,J Med Chem,1989.0,"{'bei': '29.22', 'le': '0.52', 'lle': '5.34', 'sei': '5.87'}",,CHEMBL76589,,CHEMBL76589,6.90,0,http://www.openphacts.org/units/Nanomolar,137232,=,1,1,=,,IC50,nM,,125.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.125
,,34045,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C=C(C#N)C#N)cc(OC)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL77724,,CHEMBL77724,,0,http://www.openphacts.org/units/Nanomolar,137189,>,1,1,>,,IC50,nM,,1250000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1250.0
,,34047,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=Cc1ccc(N2CCOCC2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL420385,,CHEMBL420385,,0,http://www.openphacts.org/units/Nanomolar,137185,>,1,1,>,,IC50,nM,,625000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,625.0
,,34049,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=Cc1ccc(O)c(O)c1,,,CHEMBL1124610,J Med Chem,1989.0,"{'bei': '23.93', 'le': '0.43', 'lle': '2.93', 'sei': '5.06'}",,CHEMBL76904,TYRPHOSTIN 23,CHEMBL76904,4.46,0,http://www.openphacts.org/units/Nanomolar,137194,=,1,1,=,,IC50,nM,,35000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,35.0
,,34051,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL1009,LEVODOPA,CHEMBL1009,,0,http://www.openphacts.org/units/Nanomolar,137202,=,1,1,=,,IC50,nM,,900000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,900.0
,,34669,[],CHEMBL674637,Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,,,CHEMBL1134862,Bioorg Med Chem Lett,2002.0,"{'bei': '17.24', 'le': '0.34', 'lle': '5.78', 'sei': '6.91'}",,CHEMBL304271,,CHEMBL304271,9.35,0,http://www.openphacts.org/units/Nanomolar,119504,=,1,1,=,,IC50,nM,,0.45,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.00045
,,35294,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,,,CHEMBL1124610,J Med Chem,1989.0,"{'bei': '24.49', 'le': '0.46', 'lle': '4.51', 'sei': '4.66'}",,CHEMBL296407,,CHEMBL296407,5.00,0,http://www.openphacts.org/units/Nanomolar,137234,=,1,1,=,,IC50,nM,,10000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,10.0
,,35296,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c([N+](=O)[O-])c1,,,CHEMBL1124610,J Med Chem,1989.0,"{'bei': '15.01', 'le': '0.27', 'lle': '2.75', 'sei': '2.63'}",,CHEMBL309625,,CHEMBL309625,4.22,0,http://www.openphacts.org/units/Nanomolar,137231,=,1,1,=,,IC50,nM,,60000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,60.0
,,35297,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NN=C(C#N)C#N)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL77825,,CHEMBL77825,,0,http://www.openphacts.org/units/Nanomolar,137225,=,1,1,=,,IC50,nM,,600000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,600.0
,,35301,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C=C(C#N)C#N)cc(OC)c1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL421877,,CHEMBL421877,,0,http://www.openphacts.org/units/Nanomolar,137187,=,1,1,=,,IC50,nM,,850000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,850.0
,,36518,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,,,CHEMBL1124610,J Med Chem,1989.0,"{'bei': '27.32', 'le': '0.50', 'lle': '4.29', 'sei': '5.10'}",,CHEMBL310798,TYRPHOSTIN 25,CHEMBL310798,5.52,0,http://www.openphacts.org/units/Nanomolar,137192,=,1,1,=,,IC50,nM,,3000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,3.0
,,37510,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,,,CHEMBL1145114,J Med Chem,2003.0,"{'bei': '17.43', 'le': '0.32', 'lle': '1.29', 'sei': '7.75'}",,CHEMBL135592,,CHEMBL135592,5.10,0,http://www.openphacts.org/units/Nanomolar,262235,=,1,1,=,,IC50,nM,,8000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,8.0
,,40025,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL309866,,CHEMBL309866,,0,http://www.openphacts.org/units/Nanomolar,137171,=,1,1,=,,IC50,nM,,1300000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1300.0
,,40026,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C/c1ccc[nH]1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL77381,,CHEMBL77381,,0,http://www.openphacts.org/units/Nanomolar,137219,=,1,1,=,,IC50,nM,,1360000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1360.0
,,41220,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(O)cc1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL76602,alpha-CYANO-4-HYDROXYCINNAMIC ACID,CHEMBL76602,,0,http://www.openphacts.org/units/Nanomolar,137236,=,1,1,=,,IC50,nM,,165000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,165.0
,,41222,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=Cc1ccncc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL77737,,CHEMBL77737,,0,http://www.openphacts.org/units/Nanomolar,137217,=,1,1,=,,IC50,nM,,250000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,250.0
,,41224,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=Cc1ccc(F)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL76983,,CHEMBL76983,,0,http://www.openphacts.org/units/Nanomolar,137188,>,1,1,>,,IC50,nM,,1250000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1250.0
,,41226,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL308134,,CHEMBL308134,,0,http://www.openphacts.org/units/Nanomolar,137198,=,1,1,=,,IC50,nM,,125000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,125.0
,,42300,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,,,CHEMBL1145114,J Med Chem,2003.0,"{'bei': '24.03', 'le': '0.47', 'lle': '3.26', 'sei': '11.94'}",,CHEMBL136491,,CHEMBL136491,7.85,0,http://www.openphacts.org/units/Nanomolar,262243,=,1,1,=,,IC50,nM,,14.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.014
,,42432,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=C(C#N)C#N)c1ccc(N)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL77280,,CHEMBL77280,,0,http://www.openphacts.org/units/Nanomolar,137181,>,1,1,>,,IC50,nM,,1250000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1250.0
,,42433,[],CHEMBL674645,Inhibition of EGF-dependent epidermal growth factor receptor autophosphorylation (inactive),B,,,BAO_0000190,BAO_0000357,single protein format,O=[N+]([O-])c1ccc(O)c(O)c1,,,CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL42423,4-Nitrocatechol,CHEMBL42423,,0,http://www.openphacts.org/units/Nanomolar,137226,,1,0,,Not active,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,Not Active,,IC50,uM,UO_0000065,,
,,43662,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CCNC(=O)/C(C#N)=C/c1ccc(O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL76557,,CHEMBL76557,,0,http://www.openphacts.org/units/Nanomolar,137178,=,1,1,=,,IC50,nM,,625000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,625.0
,,44685,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,,,CHEMBL1145114,J Med Chem,2003.0,"{'bei': '23.97', 'le': '0.43', 'lle': '2.74', 'sei': '9.40'}",,CHEMBL336113,,CHEMBL336113,6.00,0,http://www.openphacts.org/units/Nanomolar,262227,=,1,1,=,,IC50,nM,,1000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.0
,,44690,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,,,CHEMBL1145114,J Med Chem,2003.0,"{'bei': '22.38', 'le': '0.43', 'lle': '2.56', 'sei': '9.39'}",,CHEMBL133024,,CHEMBL133024,7.00,0,http://www.openphacts.org/units/Nanomolar,262245,=,1,1,=,,IC50,nM,,100.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.1
,,44695,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)/N=N/c1ccc2ncnc(N(C)c3ccccc3)c2c1,,,CHEMBL1145114,J Med Chem,2003.0,"{'bei': '15.91', 'le': '0.29', 'lle': '0.91', 'sei': '8.55'}",,CHEMBL344652,,CHEMBL344652,4.88,0,http://www.openphacts.org/units/Nanomolar,262234,=,1,1,=,,IC50,nM,,13350.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,13.35
,,44885,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=CNc1ccc(O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL77814,,CHEMBL77814,,0,http://www.openphacts.org/units/Nanomolar,137223,=,1,1,=,,IC50,nM,,350000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,350.0
,,44886,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,O=CN/C=C/c1cc(O)ccc1O,,,CHEMBL1124610,J Med Chem,1989.0,"{'bei': '27.09', 'le': '0.51', 'lle': '4.04', 'sei': '6.98'}",,CHEMBL47986,ERBSTATIN,CHEMBL47986,4.85,0,http://www.openphacts.org/units/Nanomolar,137221,=,1,1,=,,IC50,nM,,14000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,14.0
,,44964,[],CHEMBL674646,Inhibition of EGF-dependent epidermal growth factor receptor autophosphorylation (inactive),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1ccc(O)cc1,,,CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL441343,PARABEN,CHEMBL441343,,0,http://www.openphacts.org/units/Nanomolar,137240,,1,0,,Not active,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,Not Active,,IC50,uM,UO_0000065,,
,,45867,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,,,CHEMBL1145114,J Med Chem,2003.0,"{'bei': '15.25', 'le': '0.32', 'lle': '1.11', 'sei': '7.57'}",,CHEMBL138125,,CHEMBL138125,6.62,0,http://www.openphacts.org/units/Nanomolar,262239,=,1,1,=,,IC50,nM,,238.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.238
,,45872,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,,,CHEMBL1145114,J Med Chem,2003.0,"{'bei': '15.76', 'le': '0.34', 'lle': '2.94', 'sei': '8.27'}",,CHEMBL137364,,CHEMBL137364,7.19,0,http://www.openphacts.org/units/Nanomolar,262236,=,1,1,=,,IC50,nM,,64.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.064
,,45958,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=C1C(=O)NC(=O)NC1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL308339,,CHEMBL308339,,0,http://www.openphacts.org/units/Nanomolar,137222,=,1,1,=,,IC50,nM,,1400000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1400.0
,,45961,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=Cc1ccc(C(=O)O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989.0,,,CHEMBL78174,,CHEMBL78174,,0,http://www.openphacts.org/units/Nanomolar,137209,=,1,1,=,,IC50,nM,,430000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,430.0
,,46694,[],CHEMBL674637,Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc(C(=O)NCCN2CCOCC2)[nH]1,,,CHEMBL1134862,Bioorg Med Chem Lett,2002.0,"{'bei': '14.96', 'le': '0.29', 'lle': '4.76', 'sei': '6.16'}",,CHEMBL302552,,CHEMBL302552,7.66,0,http://www.openphacts.org/units/Nanomolar,119505,=,1,1,=,,IC50,nM,,22.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.022
